site,RecordingDate,Primary,Secondary,Detection
001_7227_FY19,10/19/2019,2,3,0
001_7227_FY19,10/20/2019,3,1,0
001_7227_FY19,10/20/2019,3,2,0
001_7227_FY19,10/20/2019,3,3,0
001_7227_FY19,10/21/2019,4,1,0
001_7227_FY19,10/21/2019,4,2,0
001_7227_FY19,10/21/2019,4,3,0
001_7227_FY19,10/22/2019,5,1,0
001_7227_FY19,10/22/2019,5,2,0
001_7227_FY19,10/22/2019,5,3,0
001_7331_FY19,5/6/2019,1,1,0
001_7331_FY19,5/6/2019,1,2,0
001_7331_FY19,5/6/2019,1,3,0
001_7331_FY19,5/7/2019,2,1,0
001_7331_FY19,5/7/2019,2,2,0
001_7331_FY19,5/7/2019,2,3,0
001_7331_FY19,5/8/2019,3,1,0
001_7331_FY19,5/8/2019,3,2,0
001_7331_FY19,5/8/2019,3,3,0
001_7331_FY19,5/9/2019,4,1,0
001_7331_FY19,5/9/2019,4,2,0
001_7331_FY19,5/9/2019,4,3,0
001_7331_FY19,5/10/2019,5,1,0
001_7331_FY19,5/10/2019,5,2,0
001_7331_FY19,5/10/2019,5,3,0
001_7331_FY19,5/11/2019,6,1,0
001_7331_FY19,5/11/2019,6,2,0
001_7331_FY19,5/11/2019,6,3,0
001_7331_FY19,5/12/2019,7,1,0
001_7331_FY19,5/12/2019,7,2,0
001_7331_FY19,5/12/2019,7,3,0
001_7331_FY19,5/13/2019,8,1,0
001_7331_FY19,5/13/2019,8,2,0
001_7331_FY19,5/13/2019,8,3,0
001_7331_FY19,5/14/2019,9,1,0
001_7331_FY19,5/14/2019,9,2,0
001_7331_FY19,5/14/2019,9,3,0
001_7332_FY19,4/26/2019,1,1,0
001_7332_FY19,4/26/2019,1,2,0
001_7332_FY19,4/26/2019,1,3,0
001_7332_FY19,4/27/2019,2,1,0
001_7332_FY19,4/27/2019,2,2,0
001_7332_FY19,4/27/2019,2,3,0
001_7332_FY19,4/28/2019,3,1,0
001_7332_FY19,4/28/2019,3,2,0
001_7332_FY19,4/28/2019,3,3,0
001_7332_FY19,4/29/2019,4,1,0
001_7332_FY19,4/29/2019,4,2,0
001_7332_FY19,4/29/2019,4,3,0
001_7332_FY19,4/30/2019,5,1,0
001_7332_FY19,4/30/2019,5,2,0
001_7332_FY19,4/30/2019,5,3,0
001_7332_FY19,5/1/2019,6,1,0
001_7332_FY19,5/1/2019,6,2,0
001_7332_FY19,5/1/2019,6,3,0
001_7333_FY19,11/29/2019,1,1,0
001_7333_FY19,11/29/2019,1,2,0
001_7333_FY19,11/29/2019,1,3,0
001_7333_FY19,11/30/2019,2,1,0
001_7333_FY19,11/30/2019,2,2,0
001_7333_FY19,11/30/2019,2,3,0
001_7333_FY19,12/1/2019,3,1,0
001_7333_FY19,12/1/2019,3,2,0
001_7333_FY19,12/1/2019,3,3,0
001_7333_FY19,12/2/2019,4,1,0
001_7333_FY19,12/2/2019,4,2,0
001_7333_FY19,12/2/2019,4,3,0
001_7333_FY19,12/3/2019,5,1,0
001_7333_FY19,12/3/2019,5,2,0
001_7333_FY19,12/3/2019,5,3,0
001_7333_FY19,12/4/2019,6,1,0
001_7333_FY19,12/4/2019,6,2,0
001_7333_FY19,12/4/2019,6,3,0
001_7333_FY19,12/5/2019,7,1,0
001_7333_FY19,12/5/2019,7,2,0
001_7333_FY19,12/5/2019,7,3,0
001_7333_FY19,12/6/2019,8,1,0
001_7333_FY19,12/6/2019,8,2,0
001_7333_FY19,12/6/2019,8,3,0
001_7333_FY19,12/7/2019,9,1,0
001_7333_FY19,12/7/2019,9,2,0
001_7333_FY19,12/7/2019,9,3,0
001_7333_FY19,12/8/2019,10,1,0
001_7333_FY19,12/8/2019,10,2,0
001_7333_FY19,12/8/2019,10,3,0
001_7333_FY19,12/9/2019,11,1,0
001_7333_FY19,12/9/2019,11,2,0
001_7333_FY19,12/9/2019,11,3,0
001_7333_FY19,12/10/2019,12,1,0
001_7333_FY19,12/10/2019,12,2,0
001_7333_FY19,12/10/2019,12,3,0
001_7333_FY19,12/11/2019,13,1,0
001_7333_FY19,12/11/2019,13,2,0
001_7333_FY19,12/11/2019,13,3,0
001_7333_FY19,12/12/2019,14,1,0
001_7333_FY19,12/12/2019,14,2,0
001_7333_FY19,12/12/2019,14,3,0
001_7333_FY19,12/13/2019,15,1,0
001_7333_FY19,12/13/2019,15,2,0
001_7333_FY19,12/13/2019,15,3,0
001_7523_FY19,11/21/2018,1,1,0
001_7523_FY19,11/21/2018,1,2,0
001_7523_FY19,11/21/2018,1,3,0
001_7523_FY19,11/22/2018,2,1,0
001_7523_FY19,11/22/2018,2,2,0
001_7523_FY19,11/22/2018,2,3,0
001_7523_FY19,11/23/2018,3,1,0
001_7523_FY19,11/23/2018,3,2,0
001_7523_FY19,11/23/2018,3,3,0
001_7523_FY19,11/24/2018,4,1,0
001_7523_FY19,11/24/2018,4,2,0
001_7523_FY19,11/24/2018,4,3,0
001_7523_FY19,11/25/2018,5,1,0
001_7523_FY19,11/25/2018,5,2,0
001_7523_FY19,11/25/2018,5,3,0
001_7523_FY19,11/26/2018,6,1,0
001_7523_FY19,11/26/2018,6,2,0
001_7523_FY19,11/26/2018,6,3,0
001_7534_FY19,9/18/2019,1,1,0
001_7534_FY19,9/18/2019,1,2,0
001_7534_FY19,9/18/2019,1,3,0
001_7534_FY19,9/19/2019,2,1,0
001_7534_FY19,9/19/2019,2,2,0
001_7534_FY19,9/19/2019,2,3,0
001_7534_FY19,9/20/2019,3,1,0
001_7534_FY19,9/20/2019,3,2,0
001_7534_FY19,9/20/2019,3,3,0
001_7534_FY19,9/21/2019,4,1,0
001_7534_FY19,9/21/2019,4,2,0
001_7534_FY19,9/21/2019,4,3,0
001_7534_FY19,9/22/2019,5,1,0
001_7534_FY19,9/22/2019,5,2,0
001_7534_FY19,9/22/2019,5,3,0
001_7534_FY19,9/23/2019,6,1,0
001_7534_FY19,9/23/2019,6,2,0
001_7534_FY19,9/23/2019,6,3,0
001_7537_FY19,4/10/2019,1,1,0
001_7537_FY19,4/10/2019,1,2,0
001_7537_FY19,4/10/2019,1,3,0
001_7537_FY19,4/11/2019,2,1,0
001_7537_FY19,4/11/2019,2,2,0
001_7537_FY19,4/11/2019,2,3,0
001_7537_FY19,4/12/2019,3,1,0
001_7537_FY19,4/12/2019,3,2,0
001_7537_FY19,4/12/2019,3,3,0
001_7537_FY19,4/13/2019,4,1,0
001_7537_FY19,4/13/2019,4,2,0
001_7537_FY19,4/13/2019,4,3,0
001_7537_FY19,4/14/2019,5,1,0
001_7537_FY19,4/14/2019,5,2,0
001_7537_FY19,4/14/2019,5,3,0
001_7537_FY19,4/15/2019,6,1,0
001_7537_FY19,4/15/2019,6,2,0
001_7537_FY19,4/15/2019,6,3,0
001_7645_FY19,4/10/2019,1,1,0
001_7645_FY19,4/10/2019,1,2,0
001_7645_FY19,4/10/2019,1,3,0
001_7645_FY19,4/11/2019,2,1,0
001_7645_FY19,4/11/2019,2,2,0
001_7645_FY19,4/11/2019,2,3,0
001_7645_FY19,4/12/2019,3,1,0
001_7645_FY19,4/12/2019,3,2,0
001_7645_FY19,4/12/2019,3,3,0
001_7645_FY19,4/13/2019,4,1,0
001_7645_FY19,4/13/2019,4,2,0
001_7645_FY19,4/13/2019,4,3,0
001_7645_FY19,4/14/2019,5,1,0
001_7645_FY19,4/14/2019,5,2,1
001_7645_FY19,4/14/2019,5,3,0
001_7645_FY19,4/15/2019,6,1,0
001_7645_FY19,4/15/2019,6,2,0
001_7645_FY19,4/15/2019,6,3,0
001_7645_FY19,4/16/2019,7,1,0
001_7645_FY19,4/16/2019,7,2,0
001_7645_FY19,4/16/2019,7,3,0
001_7645_FY19,4/17/2019,8,1,0
001_7645_FY19,4/17/2019,8,2,0
001_7645_FY19,4/17/2019,8,3,0
001_7645_FY19,4/18/2019,9,1,0
001_7645_FY19,4/18/2019,9,2,0
001_7645_FY19,4/18/2019,9,3,0
001_7743_FY19,7/30/2019,1,1,0
001_7743_FY19,7/30/2019,1,2,0
001_7743_FY19,7/30/2019,1,3,0
001_7743_FY19,7/31/2019,2,1,0
001_7743_FY19,7/31/2019,2,2,0
001_7743_FY19,7/31/2019,2,3,0
001_7743_FY19,8/1/2019,3,1,0
001_7743_FY19,8/1/2019,3,2,0
001_7743_FY19,8/1/2019,3,3,0
001_7743_FY19,8/2/2019,4,1,0
001_7743_FY19,8/2/2019,4,2,0
001_7743_FY19,8/2/2019,4,3,0
001_7743_FY19,8/3/2019,5,1,0
001_7743_FY19,8/3/2019,5,2,0
001_7743_FY19,8/3/2019,5,3,0
001_7743_FY19,8/4/2019,6,1,0
001_7743_FY19,8/4/2019,6,2,0
001_7743_FY19,8/4/2019,6,3,0
001_7743_FY19,8/5/2019,7,1,0
001_7743_FY19,8/5/2019,7,2,0
001_7743_FY19,8/5/2019,7,3,0
001_7744_FY19,12/19/2018,1,1,0
001_7744_FY19,12/19/2018,1,2,0
001_7744_FY19,12/19/2018,1,3,0
001_7744_FY19,12/20/2018,2,1,0
001_7744_FY19,12/20/2018,2,2,0
001_7744_FY19,12/20/2018,2,3,0
001_7744_FY19,12/21/2018,3,1,0
001_7744_FY19,12/21/2018,3,2,0
001_7744_FY19,12/21/2018,3,3,0
001_7744_FY19,12/22/2018,4,1,0
001_7744_FY19,12/22/2018,4,2,0
001_7744_FY19,12/22/2018,4,3,0
001_7744_FY19,12/23/2018,5,1,0
001_7744_FY19,12/23/2018,5,2,0
001_7744_FY19,12/23/2018,5,3,0
001_7744_FY19,12/24/2018,6,1,0
001_7744_FY19,12/24/2018,6,2,0
001_7744_FY19,12/24/2018,6,3,0
001_7744_FY19,12/25/2018,7,1,0
001_7744_FY19,12/25/2018,7,2,0
001_7744_FY19,12/25/2018,7,3,0
001_7744_FY19,12/26/2018,8,1,0
001_7744_FY19,12/26/2018,8,2,0
001_7744_FY19,12/26/2018,8,3,0
001_7744_FY19,12/27/2018,9,1,0
001_7744_FY19,12/27/2018,9,2,0
001_7744_FY19,12/27/2018,9,3,0
001_7744_FY19,12/28/2018,10,1,0
001_7744_FY19,12/28/2018,10,2,0
001_7744_FY19,12/28/2018,10,3,0
001_7744_FY19,12/29/2018,11,1,0
001_7744_FY19,12/29/2018,11,2,0
001_7744_FY19,12/29/2018,11,3,0
001_7744_FY19,12/30/2018,12,1,0
001_7744_FY19,12/30/2018,12,2,1
001_7744_FY19,12/30/2018,12,3,0
001_7744_FY19,12/31/2018,13,1,0
001_7744_FY19,12/31/2018,13,2,0
001_7744_FY19,12/31/2018,13,3,0
001_7744_FY19,1/1/2019,14,1,0
001_7744_FY19,1/1/2019,14,2,0
001_7744_FY19,1/1/2019,14,3,0
001_7744_FY19,1/2/2019,15,1,0
001_7744_FY19,1/2/2019,15,2,0
001_7744_FY19,1/2/2019,15,3,0
001_7744_FY19,1/3/2019,16,1,0
001_7744_FY19,1/3/2019,16,2,0
001_7744_FY19,1/3/2019,16,3,0
001_7744_FY19,1/4/2019,17,1,0
001_7744_FY19,1/4/2019,17,2,0
001_7744_FY19,1/4/2019,17,3,0
001_7744_FY19,1/5/2019,18,1,0
001_7744_FY19,1/5/2019,18,2,0
001_7744_FY19,1/5/2019,18,3,0
001_7744_FY19,7/30/2019,1,1,0
001_7744_FY19,7/30/2019,1,2,0
001_7744_FY19,7/30/2019,1,3,0
001_7744_FY19,7/31/2019,2,1,0
001_7744_FY19,7/31/2019,2,2,0
001_7744_FY19,7/31/2019,2,3,0
001_7744_FY19,8/1/2019,3,1,0
001_7744_FY19,8/1/2019,3,2,0
001_7744_FY19,8/1/2019,3,3,0
001_7744_FY19,8/2/2019,4,1,0
001_7744_FY19,8/2/2019,4,2,0
001_7744_FY19,8/2/2019,4,3,0
001_7744_FY19,8/3/2019,5,1,0
001_7744_FY19,8/3/2019,5,2,0
001_7744_FY19,8/3/2019,5,3,0
001_7744_FY19,8/4/2019,6,1,0
001_7744_FY19,8/4/2019,6,2,0
001_7744_FY19,8/4/2019,6,3,0
001_7744_FY19,8/5/2019,7,1,0
001_7744_FY19,8/5/2019,7,2,0
001_7744_FY19,8/5/2019,7,3,0
001_7748_FY19,5/14/2019,1,1,0
001_7748_FY19,5/14/2019,1,2,1
001_7748_FY19,5/14/2019,1,3,0
001_7748_FY19,5/15/2019,2,1,0
001_7748_FY19,5/15/2019,2,2,0
001_7748_FY19,5/15/2019,2,3,0
001_7748_FY19,5/16/2019,3,1,0
001_7748_FY19,5/16/2019,3,2,0
001_7748_FY19,5/16/2019,3,3,0
001_7748_FY19,5/17/2019,4,1,0
001_7748_FY19,5/17/2019,4,2,0
001_7748_FY19,5/17/2019,4,3,0
001_7748_FY19,5/18/2019,5,1,0
001_7748_FY19,5/18/2019,5,2,0
001_7748_FY19,5/18/2019,5,3,0
001_7748_FY19,5/19/2019,6,1,0
001_7748_FY19,5/19/2019,6,2,0
001_7748_FY19,5/19/2019,6,3,0
001_7950_FY19,2/25/2019,1,1,0
001_7950_FY19,2/25/2019,1,2,1
001_7950_FY19,2/25/2019,1,3,0
001_7950_FY19,2/26/2019,2,1,0
001_7950_FY19,2/26/2019,2,2,0
001_7950_FY19,2/26/2019,2,3,0
001_7950_FY19,2/27/2019,3,1,0
001_7950_FY19,2/27/2019,3,2,0
001_7950_FY19,2/27/2019,3,3,0
001_7950_FY19,2/28/2019,4,1,0
001_7950_FY19,2/28/2019,4,2,0
001_7950_FY19,2/28/2019,4,3,0
001_7950_FY19,3/1/2019,5,1,0
001_7950_FY19,3/1/2019,5,2,0
001_7950_FY19,3/1/2019,5,3,0
001_8048_FY19,8/7/2019,1,1,0
001_8048_FY19,8/7/2019,1,2,0
001_8048_FY19,8/7/2019,1,3,0
001_8048_FY19,8/8/2019,2,1,0
001_8048_FY19,8/8/2019,2,2,0
001_8048_FY19,8/8/2019,2,3,0
001_8048_FY19,8/9/2019,3,1,0
001_8048_FY19,8/9/2019,3,2,0
001_8048_FY19,8/9/2019,3,3,0
001_8048_FY19,8/10/2019,4,1,0
001_8048_FY19,8/10/2019,4,2,0
001_8048_FY19,8/10/2019,4,3,0
001_8048_FY19,8/11/2019,5,1,0
001_8048_FY19,8/11/2019,5,2,0
001_8048_FY19,8/11/2019,5,3,0
001_8048_FY19,8/12/2019,6,1,0
001_8048_FY19,8/12/2019,6,2,0
001_8048_FY19,8/12/2019,6,3,0
001_8048_FY19,8/13/2019,7,1,0
001_8048_FY19,8/13/2019,7,2,0
001_8048_FY19,8/13/2019,7,3,0
001_8048_FY19,8/14/2019,8,1,0
001_8048_FY19,8/14/2019,8,2,0
001_8048_FY19,8/14/2019,8,3,0
001_8181_FY19,5/15/2019,1,1,0
001_8181_FY19,5/15/2019,1,2,0
001_8181_FY19,5/15/2019,1,3,0
001_8181_FY19,5/16/2019,2,1,0
001_8181_FY19,5/16/2019,2,2,0
001_8181_FY19,5/16/2019,2,3,0
001_8181_FY19,5/17/2019,3,1,0
001_8181_FY19,5/17/2019,3,2,0
001_8181_FY19,5/17/2019,3,3,0
001_8181_FY19,5/18/2019,4,1,0
001_8181_FY19,5/18/2019,4,2,0
001_8181_FY19,5/18/2019,4,3,0
001_8181_FY19,5/19/2019,5,1,0
001_8181_FY19,5/19/2019,5,2,0
001_8181_FY19,5/19/2019,5,3,0
001_8206_FY19,3/29/2019,1,1,0
001_8206_FY19,3/29/2019,1,2,0
001_8206_FY19,3/29/2019,1,3,0
001_8206_FY19,3/30/2019,2,1,0
001_8206_FY19,3/30/2019,2,2,0
001_8206_FY19,3/30/2019,2,3,0
001_8206_FY19,3/31/2019,3,1,0
001_8206_FY19,3/31/2019,3,2,0
001_8206_FY19,3/31/2019,3,3,0
001_8206_FY19,4/1/2019,4,1,0
001_8206_FY19,4/1/2019,4,2,0
001_8206_FY19,4/1/2019,4,3,0
001_8206_FY19,4/2/2019,5,1,0
001_8206_FY19,4/2/2019,5,2,0
001_8206_FY19,4/2/2019,5,3,0
001_8206_FY19,4/3/2019,6,1,0
001_8206_FY19,4/3/2019,6,2,0
001_8206_FY19,4/3/2019,6,3,0
001_8206_FY19,4/19/2019,1,1,0
001_8206_FY19,4/19/2019,1,2,0
001_8206_FY19,4/19/2019,1,3,0
001_8206_FY19,4/20/2019,2,1,0
001_8206_FY19,4/20/2019,2,2,0
001_8206_FY19,4/20/2019,2,3,0
001_8206_FY19,4/22/2019,1,1,0
001_8206_FY19,4/22/2019,1,2,0
001_8206_FY19,4/22/2019,1,3,0
001_8206_FY19,4/23/2019,2,1,0
001_8206_FY19,4/23/2019,2,2,0
001_8206_FY19,4/23/2019,2,3,0
001_8206_FY19,4/24/2019,3,1,0
001_8206_FY19,4/24/2019,3,2,0
001_8206_FY19,4/24/2019,3,3,0
001_8206_FY19,4/25/2019,4,1,0
001_8206_FY19,4/25/2019,4,2,0
001_8206_FY19,4/25/2019,4,3,0
001_8206_FY19,4/26/2019,5,1,0
001_8206_FY19,4/26/2019,5,2,0
001_8206_FY19,4/26/2019,5,3,0
001_8210_FY19,6/20/2019,1,1,0
001_8210_FY19,6/20/2019,1,2,0
001_8210_FY19,6/20/2019,1,3,0
001_8210_FY19,6/21/2019,2,1,0
001_8210_FY19,6/21/2019,2,2,0
001_8210_FY19,6/21/2019,2,3,0
001_8210_FY19,6/22/2019,3,1,0
001_8210_FY19,6/22/2019,3,2,0
001_8210_FY19,6/22/2019,3,3,0
001_8210_FY19,6/23/2019,4,1,0
001_8210_FY19,6/23/2019,4,2,0
001_8210_FY19,6/23/2019,4,3,0
001_8210_FY19,6/24/2019,5,1,0
001_8210_FY19,6/24/2019,5,2,0
001_8210_FY19,6/24/2019,5,3,0
001_8210_FY19,6/25/2019,6,1,0
001_8210_FY19,6/25/2019,6,2,0
001_8210_FY19,6/25/2019,6,3,0
002_6180_FY19,11/6/2019,1,1,0
002_6180_FY19,11/6/2019,1,2,0
002_6180_FY19,11/6/2019,1,3,0
002_6180_FY19,11/7/2019,2,1,0
002_6180_FY19,11/7/2019,2,2,0
002_6180_FY19,11/7/2019,2,3,1
002_6180_FY19,11/8/2019,3,1,1
002_6180_FY19,11/8/2019,3,2,1
002_6180_FY19,11/8/2019,3,3,0
002_6180_FY19,11/9/2019,4,1,0
002_6180_FY19,11/9/2019,4,2,1
002_6180_FY19,11/9/2019,4,3,0
002_6180_FY19,11/10/2019,5,1,0
002_6180_FY19,11/10/2019,5,2,0
002_6180_FY19,11/10/2019,5,3,0
002_6180_FY19,11/11/2019,6,1,0
002_6180_FY19,11/11/2019,6,2,0
002_6180_FY19,11/11/2019,6,3,0
002_6180_FY19,11/12/2019,7,1,0
002_6180_FY19,11/12/2019,7,2,0
002_6180_FY19,11/12/2019,7,3,0
002_6180_FY19,11/13/2019,8,1,0
002_6180_FY19,11/13/2019,8,2,0
002_6180_FY19,11/13/2019,8,3,0
002_6280_FY19,8/6/2019,1,1,0
002_6280_FY19,8/6/2019,1,2,0
002_6280_FY19,8/6/2019,1,3,0
002_6280_FY19,8/7/2019,2,1,0
002_6280_FY19,8/7/2019,2,2,0
002_6280_FY19,8/7/2019,2,3,0
002_6280_FY19,8/8/2019,3,1,0
002_6280_FY19,8/8/2019,3,2,0
002_6280_FY19,8/8/2019,3,3,0
002_6280_FY19,8/9/2019,4,1,0
002_6280_FY19,8/9/2019,4,2,0
002_6280_FY19,8/9/2019,4,3,0
002_6280_FY19,8/10/2019,5,1,0
002_6280_FY19,8/10/2019,5,2,0
002_6280_FY19,8/10/2019,5,3,0
002_6280_FY19,8/11/2019,6,1,0
002_6280_FY19,8/11/2019,6,2,0
002_6280_FY19,8/11/2019,6,3,0
002_6280_FY19,8/12/2019,7,1,0
002_6280_FY19,8/12/2019,7,2,0
002_6280_FY19,8/12/2019,7,3,0
002_6280_FY19,8/13/2019,8,1,0
002_6280_FY19,8/13/2019,8,2,0
002_6280_FY19,8/13/2019,8,3,0
002_6281_FY19,5/2/2019,1,1,0
002_6281_FY19,5/2/2019,1,2,0
002_6281_FY19,5/2/2019,1,3,0
002_6281_FY19,5/3/2019,2,1,0
002_6281_FY19,5/3/2019,2,2,0
002_6281_FY19,5/3/2019,2,3,0
002_6281_FY19,5/4/2019,3,1,0
002_6281_FY19,5/4/2019,3,2,0
002_6281_FY19,5/4/2019,3,3,0
002_6281_FY19,5/5/2019,4,1,0
002_6281_FY19,5/5/2019,4,2,0
002_6281_FY19,5/5/2019,4,3,0
002_6281_FY19,5/6/2019,5,1,0
002_6281_FY19,5/6/2019,5,2,0
002_6281_FY19,5/6/2019,5,3,0
002_6379_FY19,5/14/2019,1,1,0
002_6379_FY19,5/14/2019,1,2,0
002_6379_FY19,5/14/2019,1,3,0
002_6379_FY19,5/15/2019,2,1,0
002_6379_FY19,5/15/2019,2,2,0
002_6379_FY19,5/15/2019,2,3,0
002_6379_FY19,5/16/2019,3,1,0
002_6379_FY19,5/16/2019,3,2,0
002_6379_FY19,5/16/2019,3,3,0
002_6379_FY19,5/17/2019,4,1,0
002_6379_FY19,5/17/2019,4,2,0
002_6379_FY19,5/17/2019,4,3,0
002_6379_FY19,5/18/2019,5,1,0
002_6379_FY19,5/18/2019,5,2,0
002_6379_FY19,5/18/2019,5,3,0
002_6379_FY19,5/19/2019,6,1,0
002_6379_FY19,5/19/2019,6,2,0
002_6379_FY19,5/19/2019,6,3,0
002_6387_FY19,11/26/2019,1,1,0
002_6387_FY19,11/26/2019,1,2,0
002_6387_FY19,11/26/2019,1,3,0
002_6387_FY19,11/27/2019,2,1,0
002_6387_FY19,11/27/2019,2,2,1
002_6387_FY19,11/27/2019,2,3,0
002_6387_FY19,11/28/2019,3,1,0
002_6387_FY19,11/28/2019,3,2,1
002_6387_FY19,11/28/2019,3,3,0
002_6387_FY19,11/29/2019,4,1,0
002_6387_FY19,11/29/2019,4,2,0
002_6387_FY19,11/29/2019,4,3,0
002_6387_FY19,11/30/2019,5,1,0
002_6387_FY19,11/30/2019,5,2,1
002_6387_FY19,11/30/2019,5,3,0
002_6387_FY19,12/1/2019,6,1,0
002_6387_FY19,12/1/2019,6,2,0
002_6387_FY19,12/1/2019,6,3,0
002_6387_FY19,12/2/2019,7,1,0
002_6387_FY19,12/2/2019,7,2,0
002_6387_FY19,12/2/2019,7,3,0
002_6389_FY19,6/20/2019,1,1,0
002_6389_FY19,6/20/2019,1,2,0
002_6389_FY19,6/20/2019,1,3,0
002_6389_FY19,6/21/2019,2,1,0
002_6389_FY19,6/21/2019,2,2,0
002_6389_FY19,6/21/2019,2,3,0
002_6389_FY19,6/22/2019,3,1,0
002_6389_FY19,6/22/2019,3,2,0
002_6389_FY19,6/22/2019,3,3,0
002_6389_FY19,6/23/2019,4,1,0
002_6389_FY19,6/23/2019,4,2,0
002_6389_FY19,6/23/2019,4,3,0
002_6389_FY19,6/24/2019,5,1,0
002_6389_FY19,6/24/2019,5,2,0
002_6389_FY19,6/24/2019,5,3,0
002_6389_FY19,6/25/2019,6,1,0
002_6389_FY19,6/25/2019,6,2,0
002_6389_FY19,6/25/2019,6,3,0
002_6389_FY19,7/31/2019,1,1,0
002_6389_FY19,7/31/2019,1,2,0
002_6389_FY19,7/31/2019,1,3,0
002_6389_FY19,8/1/2019,2,1,0
002_6389_FY19,8/1/2019,2,2,0
002_6389_FY19,8/1/2019,2,3,0
002_6389_FY19,8/2/2019,3,1,0
002_6389_FY19,8/2/2019,3,2,0
002_6389_FY19,8/2/2019,3,3,0
002_6389_FY19,8/3/2019,4,1,0
002_6389_FY19,8/3/2019,4,2,0
002_6389_FY19,8/3/2019,4,3,0
002_6389_FY19,8/4/2019,5,1,0
002_6389_FY19,8/4/2019,5,2,0
002_6389_FY19,8/4/2019,5,3,0
002_6389_FY19,8/5/2019,6,1,0
002_6389_FY19,8/5/2019,6,2,1
002_6389_FY19,8/5/2019,6,3,0
002_6389_FY19,8/6/2019,7,1,0
002_6389_FY19,8/6/2019,7,2,0
002_6389_FY19,8/6/2019,7,3,1
002_6396_FY19,6/20/2019,1,1,0
002_6396_FY19,6/20/2019,1,2,0
002_6396_FY19,6/20/2019,1,3,0
002_6396_FY19,6/21/2019,2,1,0
002_6396_FY19,6/21/2019,2,2,0
002_6396_FY19,6/21/2019,2,3,0
002_6396_FY19,6/22/2019,3,1,0
002_6396_FY19,6/22/2019,3,2,0
002_6396_FY19,6/22/2019,3,3,0
002_6396_FY19,6/23/2019,4,1,0
002_6396_FY19,6/23/2019,4,2,0
002_6396_FY19,6/23/2019,4,3,0
002_6396_FY19,6/24/2019,5,1,0
002_6396_FY19,6/24/2019,5,2,0
002_6396_FY19,6/24/2019,5,3,0
002_6396_FY19,6/25/2019,6,1,0
002_6396_FY19,6/25/2019,6,2,0
002_6396_FY19,6/25/2019,6,3,0
002_6396_FY19,3/4/2020,1,1,0
002_6396_FY19,3/4/2020,1,2,1
002_6396_FY19,3/4/2020,1,3,0
002_6396_FY19,3/5/2020,2,1,0
002_6396_FY19,3/5/2020,2,2,0
002_6396_FY19,3/5/2020,2,3,0
002_6396_FY19,3/6/2020,3,1,0
002_6396_FY19,3/6/2020,3,2,0
002_6396_FY19,3/6/2020,3,3,0
002_6396_FY19,3/7/2020,4,1,0
002_6396_FY19,3/7/2020,4,2,0
002_6396_FY19,3/7/2020,4,3,0
002_6396_FY19,3/8/2020,5,1,0
002_6396_FY19,3/8/2020,5,2,0
002_6396_FY19,3/8/2020,5,3,0
002_6396_FY19,3/9/2020,6,1,0
002_6396_FY19,3/9/2020,6,2,0
002_6396_FY19,3/9/2020,6,3,0
002_6396_FY19,3/10/2020,7,1,0
002_6396_FY19,3/10/2020,7,2,0
002_6396_FY19,3/10/2020,7,3,0
002_6396_FY19,3/11/2020,8,1,0
002_6396_FY19,3/11/2020,8,2,0
002_6396_FY19,3/11/2020,8,3,0
002_6399_FY19,9/10/2019,1,1,0
002_6399_FY19,9/10/2019,1,2,0
002_6399_FY19,9/10/2019,1,3,0
002_6399_FY19,9/11/2019,2,1,0
002_6399_FY19,9/11/2019,2,2,0
002_6399_FY19,9/11/2019,2,3,0
002_6399_FY19,9/12/2019,3,1,0
002_6399_FY19,9/12/2019,3,2,0
002_6399_FY19,9/12/2019,3,3,0
002_6399_FY19,9/13/2019,4,1,0
002_6399_FY19,9/13/2019,4,2,0
002_6399_FY19,9/13/2019,4,3,0
002_6399_FY19,9/14/2019,5,1,0
002_6399_FY19,9/14/2019,5,2,0
002_6399_FY19,9/14/2019,5,3,0
002_6399_FY19,9/15/2019,6,1,1
002_6399_FY19,9/15/2019,6,2,0
002_6399_FY19,9/15/2019,6,3,0
002_6399_FY19,9/16/2019,7,1,0
002_6399_FY19,9/16/2019,7,2,0
002_6399_FY19,9/16/2019,7,3,0
002_6399_FY19,9/17/2019,8,1,0
002_6399_FY19,9/17/2019,8,2,0
002_6399_FY19,9/17/2019,8,3,0
002_6399_FY19,9/18/2019,9,1,0
002_6399_FY19,9/18/2019,9,2,0
002_6399_FY19,9/18/2019,9,3,0
002_6399_FY19,9/19/2019,10,1,0
002_6399_FY19,9/19/2019,10,2,0
002_6399_FY19,9/19/2019,10,3,0
002_6399_FY19,9/20/2019,11,1,0
002_6399_FY19,9/20/2019,11,2,0
002_6399_FY19,9/20/2019,11,3,0
002_6493_FY19,9/23/2019,1,1,0
002_6493_FY19,9/23/2019,1,2,0
002_6493_FY19,9/23/2019,1,3,0
002_6493_FY19,9/24/2019,2,1,0
002_6493_FY19,9/24/2019,2,2,0
002_6493_FY19,9/24/2019,2,3,0
002_6493_FY19,9/25/2019,3,1,0
002_6493_FY19,9/25/2019,3,2,0
002_6493_FY19,9/25/2019,3,3,0
002_6493_FY19,9/26/2019,4,1,0
002_6493_FY19,9/26/2019,4,2,0
002_6493_FY19,9/26/2019,4,3,0
002_6493_FY19,9/27/2019,5,1,0
